"user_id","name","average_stars","review_count","fans","yelping_since"
"rr92BT617C8VvmRSU-KqPw","'Yelum",4.25,4,0,"2013-10"
"TtErwujRUO_S6zBZJO8UUw","Geet",3.93,107,2,"2013-01"
"Xy4mrYnTyLRNfejBB4Zg0g","Alex",4.38,12,0,"2010-03"
"TMqT_QgxC7qEF6s-4sjm0A","Kate",5,2,0,"2013-03"
"Iory1AABqYhSlkOiS9acHw","Erin",4,15,0,"2010-06"
"QOV21itAI3XpznQdyVyPkg","Allison",4,4,0,"2013-04"
"IAFLknac8qT-X4Jwb5B_Pg","Andrew",5,2,0,"2014-03"
"DU5f3DH3KeLbYejvkBeyaw","Robert",3.25,18,1,"2012-09"
"95xHjaGi0SmiewwiV_u5Eg","Andie",3,2,0,"2013-06"
"xP_bO7dvFsktnqBgqE3aFQ","Kate",4.75,10,0,"2011-08"
"jRYAvx9dh0Jop-kUJgV0DQ","Teneka",4.67,6,0,"2013-04"
"_WIZ5i40BdvqCCdeHWDXAA","Abby",3.73,11,0,"2009-10"
"0QBBKU8DBjmWZ5qzq7V_Gg","Chris",4.54,28,1,"2013-05"
"skUABlMKP0FSawqDyr_7FQ","Mike",4.57,7,0,"2014-03"
"f4CgHH4_BAtm19K4bhgk9A","Pascha",2.5,2,0,"2011-04"
"wKDTFPIdF7Ip0Ao1t0ntbA","Jacwueline",3.5,4,1,"2011-09"
"1-gzXXiIYlUtMOOQGP4cGw","K",4.27,11,0,"2014-07"
"rHkCLx5s7-zKQwX35hnaeQ","Mary",4.32,21,0,"2012-05"
"pTeiyXsbQIlZxBFBksdFUg","Katie",1,1,0,"2013-04"
"VPFJJx7inVdO6DrErcyowg","Thomas",5,1,0,"2009-03"
"tZstQT0GjiDtLvfpkn2_0g","Aditi",4.43,195,3,"2011-01"
"o1usOsDdQ_gxBaC9wR_Plw","LaMar",3.97,36,1,"2011-02"
"-uU_zKF6n28GO1VH8HvaDQ","Jacqueline",3.25,4,0,"2014-03"
"nG7HXZIUNtZtBXsXTvD6KA","Christine",3.95,234,8,"2009-10"
"vY8fF2Kwv7kmlpipJnjR0g","Jason",4.5,114,8,"2012-03"
"M7ag2G3KxgcwzKWBDbyQaA","Claire",4.25,4,0,"2013-10"
"NU8rsKDChBdyuf-FA4ahJA","Kurt",5,2,0,"2014-05"
"mYHfwCjpImZ2hfEn1pkFLQ","Annette",3.74,262,19,"2009-10"
"q5ICr7lypepxrAuy86S3eQ","Amanda",3.36,13,0,"2013-05"
"C8yKbJuDYKcNsESbaiSsyg","Rob",5,1,0,"2013-11"
"ZFkmyEDG0i3LoLh8gcjXcQ","Hannah",1,1,0,"2014-03"
"6BRJ3-RCDEW6qTcr1uKorQ","Michelle",4.2,15,0,"2013-06"
"m-1189WRg68mZnk41RxYJg","Vijith",4.5,2,0,"2013-10"
"WGOIayyPtAZKURKfnfRS6A","Manaal",3.83,12,0,"2014-05"
"CXhOU5apSRSTtEUiyoqH3Q","Matt",2.5,3,0,"2012-06"
"XfiYA9Xm4wi7s9WoWYXJ1w","Megan",5,1,0,"2014-04"
"Mok4CJApgU3uLkadp2EIaQ","J",3.43,317,4,"2007-07"
"5b4ao6Kad03tX8OffzCRhQ","tina",4.21,12,0,"2010-03"
"EpxiJceQhtPPWJPEw7E-3w","Cherie",4.4,10,1,"2010-07"
"j6x78-6cZFezm8YkgdoFbw","Kitrina",4.46,14,0,"2013-05"
"zFp1CgYZBOClyO5sRIaKmQ","Jesse",5,1,0,"2014-01"
"MrX1De4n2F6GaF46KDjhiw","Jessa",3.94,16,1,"2010-07"
"sXLGIGuilN1ezoEPZOOgLw","Derrek",2.97,28,0,"2012-01"
"nFBFveIa4MTsnjfdLE7ROA","Ann",3.5,2,0,"2014-07"
"YQ0R2eHsh-JJ2vQALqm8ig","Tracy",4.5,2,0,"2014-06"
"KRezwk_25GNA5jJdlNMMMA","Kay",3.23,30,0,"2011-08"
"xQ80qJL6gvVv1rQBV6va6w","Elizabeth",3.5,4,0,"2013-10"
"HpnwRCh84bT6KOqF8GsGbA","Andy",4.33,6,0,"2014-03"
"PGkZmqHlBxu6YEk5LzKECA","Kathryn",4.17,10,0,"2014-09"
"NjIjQMKAqBUE1Nw0QgsP1Q","Elizabeth",3.66,145,2,"2007-07"
"mIM9V4RCdUr8XGcBmN0xTQ","Anna",1,1,0,"2014-05"
"L9W1fHiiI4cf1gug5qIpJA","Katherine",3.67,6,0,"2014-11"
"FNbm3ycU2BF8C17UFfWzOg","Amish",3.98,125,4,"2007-07"
"cFD42nNaAT3Mcw5m_EK9jg","Sara",2.5,3,0,"2013-05"
"pPcZEs5Sm_BHjZtWHFDRRw","Uncle",2.5,2,0,"2009-03"
"7o3WQcWsJPOI-aRanm2AjA","Julia",3.36,362,10,"2009-10"
"og-L_cd44W60IeLvNUU11g","Endia",4,1,0,"2014-03"
"1txwsuuCmiDoniuhKkeZOg","sally",4.33,19,1,"2009-06"
"hRma-U0tGaT-IqPNG9AMzw","Danielle",3.46,24,1,"2012-12"
"8kgJ5goOWmjf4qNvKiXH7A","Elaine",5,1,0,"2014-03"
"gXZ2BQ77QBeerQyonCLphw","Michael",5,2,0,"2014-06"
"kMO35DsHXE7j_7J_GfHdMg","Courtney",4.33,9,1,"2012-03"
"E6-BA9LJMrnNK-pfnbGAzQ","Nicole",4,3,0,"2012-03"
"CP8-lP_86OfEdz9ILmIa7w","Kelli",3.25,4,0,"2013-04"
"9AJdPGRQp8BMjs0cSPFXuQ","Jenna",4.5,2,0,"2013-06"
"uqKVss8WBsLiizSSbHUzzw","Jennifer",3.29,88,0,"2007-07"
"7dwgcZdyi676HQA1pdZvCg","Judith",3.79,238,10,"2009-03"
"gu7UwkdtuRRe9QuJyVrsAg","Amber",4,1,0,"2011-09"
"kHvcYjMjfNRHVcYIZFTzmw","Dana",4,2,0,"2013-01"
"UumxN744oGsnLbXK-0gzPw","Jillian",5,2,0,"2013-01"
"7Ww-AjvR3yfB5noYR7z1JA","Brendan",3.8,5,0,"2014-05"
"DhsO9QC9GRtI4Q_L59JmQA","Bob",3.33,5,0,"2011-09"
"VVVOBpgjUnTY8O6nXUsPWA","Danielle",4,8,0,"2014-04"
"WgqjdMXBUueGko_rToD8cg","Emily",3,2,0,"2010-07"
"34LQRWtlXRWBFDkzjdfifQ","Christina",4,8,0,"2012-04"
"rEw1LHK0CM3wpWpQNsEw7g","Sophie",4.5,2,0,"2014-07"
"OpUwyaM73PGzBzvtI-exhQ","Finster",4.1,8,0,"2012-12"
"6oNcc2SA6hhw5Ah8SdNQdw","Jonathan",1,1,0,"2013-02"
"-VEO2LKZaz7SP1N7EJZSYQ","Abe",4.29,8,0,"2014-05"
"rZ_CXn4XXcLhtawn3Zu5_g","Priyanka",3.72,73,5,"2014-08"
"D6I_rht3I3CRmeuOdFG-YA","Carla",3.38,13,0,"2007-08"
"tRUm2q2PQZobm9jYnb4j8Q","Ernie",3.4,20,0,"2009-08"
"6GG8wQQrKmzWP1B_92eXww","Kristy",3,3,0,"2013-10"
"bvz6m7JpRBVJ9uXoDFprkA","Ashley",4.6,11,0,"2014-11"
"pB_fZQjvUEAlk8olhA7MNg","Alan",5,1,0,"2011-11"
"INWWFku6A1FaGX5JCsYwuQ","Coleen",3.67,3,0,"2012-04"
"9qZI_v5HM0aFawc7gQuLYA","Tongchuan",3.33,15,0,"2013-04"
"rwkOM_gSsd8V4ny9BeIilg","kevin",4.04,72,0,"2011-08"
"vpenD0RWLznd0Zs5UNuJYQ","Yanni",4,4,0,"2013-12"
"Ec1c6oI9EeGkfISarmo_1Q","Cody",4.5,2,0,"2014-06"
"nhT6PCTG5pFwixF6yHEjZA","Gerret",2.6,4,0,"2014-07"
"1dQmyaMrdq1l1_lRA9Iu-w","Dan",4,49,2,"2010-03"
"9OOdKnu-G0ny67RgJo1S0Q","J",1,2,0,"2014-01"
"DCTaQarb0TYW_9XhGn71Xg","Marshal",3.62,8,0,"2009-03"
"QcBkXRXKA9Yg6iLAc4BXNw","Linda",4.19,36,1,"2011-08"
"VDOUZIn-LPg5lAjcR4C6fQ","Crystal",4.23,26,0,"2012-07"
"Xkuu8IuLlYbJNXznbafsyw","Jibran",4.67,11,0,"2009-03"
"GYNfjDbSlpdRK2qC8RqatA","Maura",3.7,81,3,"2013-03"
"O3kTzw8tew1PsdvEwqT2Kg","Katie",2,3,0,"2013-01"
"arM-E89ukkVrvEI2qBnyiA","Alex",4,5,0,"2012-04"
"jOiV_sAwGiT_YLp1C1W5UQ","Cameron",4.5,2,0,"2013-06"
"lAqoz5QTFxp3GDfpq0McRQ","Mara",3.51,83,2,"2012-06"
"Ojo5dhxZ_biZ6uL_bwZNaQ","Andrea",5,1,0,"2014-07"
"6AeludOg8OvMaY1e6qETEw","Jennifer",1,1,0,"2012-08"
"RQBH8cxoa7gYwJ-Hs46G2w","Andrew",3.91,22,0,"2011-02"
"mOY2XA8fNpR-vAb0q4rBQA","Michael",4.03,34,0,"2012-10"
"7MXUI4-Nby1S9K2kehqhwQ","Amanda",4.33,9,1,"2012-04"
"9jOgdCNQgUJKuyBJSOg0eQ","Stephanie",3.56,76,2,"2010-03"
"sjy_Y14H9ITKqGqZYLXTDQ","Joey",2.29,7,0,"2012-03"
"zuR_ZJDQoKkAOQIkrRRLCw","Geoffrey",3.74,27,0,"2013-01"
"0JhKf883yX8AHYd7DmJiBA","Jen",3.33,3,0,"2014-05"
"OzDK4MOM9pcxfA0VZk0FkQ","Lee",2.33,3,0,"2009-03"
"ii7G2Yj1LevFs_nfFdDACA","Venkata",3.72,604,3,"2013-01"
"mmOAGXPxgODWQ2Xd7ao_Nw","Jordan",1,1,1,"2015-01"
"cBIZ-KJd3hgA6BxRDQHgdA","Guy",3.55,11,0,"2009-03"
"bVy_KZ4BF313VAFYjSE5oA","Jerry",3.44,24,0,"2009-10"
"qK8vksgVTFuQ8dGgtI-J5w","Jay",4.16,31,0,"2011-06"
"MODURmovungLH7zjyO441Q","Mark",5,2,0,"2014-01"
"bKMgyrrjilC4OOzD88UVjg","Cait",4.8,6,0,"2014-03"
"VRkRH_0lFER3zXTOi4C86w","Alison",5,1,0,"2011-10"
"jsgXbfCHkhCZ55-n_aqIpw","Usha",3.5,3,0,"2013-10"
"2dSFI2UU3aq_VcIrDoBPhg","Dig",2.5,4,0,"2010-03"
"Ljbh8rDgrZ1BUdbwWEcydQ","Corie",3.25,4,0,"2014-07"
"PkL6i3tD-MSX1iNJaf8uww","The",1,1,0,"2012-04"
"C4VdqnYXTJx53Qvytq43Rg","Joe",1.83,6,0,"2013-05"
"PlByjC3vDd6hgOJ38_6reQ","Lauren",3.5,2,0,"2012-09"
"TvF1s5R4MpDNClqUHmIXgw","Sidhartha",1,1,0,"2013-12"
"Xz4LqpBy60Z1Xk_3PjtB2A","B",3.99,139,0,"2011-06"
"jMwr0DTmEj5idRUFsRpCxA","Paras",3.78,9,0,"2012-04"
"N7FLO_wRqIqEwKCHu4pGoA","John",4.03,33,1,"2011-11"
"DqckVlfgIuSxXCPsWxC2zg","Cathy",3,3,0,"2012-12"
"fKXgBxw-KO2Ms0CwTPHDWA","Darrel",3.81,32,1,"2007-08"
"1mOdBkL40OncMkYVc_8D6g","Jamie",3.67,4,0,"2012-03"
"eMddzYxMblMfvLeafSNGoA","Giovanni",4.69,16,0,"2012-11"
"nRikXTMx5uE4mqwf0J3FeA","Lloyd",3.31,65,0,"2013-05"
"u5k44pYOa1XGFDBXQRCV9Q","Nabi",3.5,6,0,"2013-10"
"PRDYFX2p8dK37wdSIAeLKA","Paul",5,2,0,"2011-11"
"x5FusRCjF-UWlCEYz_eyJA","Katherine",4.3,10,0,"2014-05"
"yzUm9CgzEt_5kZ5nStS7yw","Jessica",3.94,234,24,"2010-03"
"cM9e72mfMtKKRmCnS1VGCA","Katy",4.26,42,1,"2010-07"
"YJ1zgQG-vh7xG-5gEWrahA","Brian",5,4,0,"2011-04"
"UsOwxKLr__cYc7uD4F6rBg","David",1,1,0,"2014-06"
"CJ6Dfa3rb2NrpWUtDNlDfw","Mike",4,4,0,"2014-07"
"Oi5817xOQe-hPFIcNBixZA","Bruce",3,1,0,"2014-07"
"vu3zS6buvxid2Gy4CMqY2Q","Tony",4.07,127,1,"2007-08"
"aiXxlW7QiggHQiKtl0f5dA","Jeff",4.62,8,1,"2012-03"
"RmT58S840c4HH15EetONXA","Lindsay",4,1,0,"2013-09"
"TQCCfQD1zz2eRLaYuOs34A","Anna",3.8,5,0,"2010-07"
"tH4brXlghqKn_9GbahrMTQ","Jocelyn",3.95,357,22,"2012-10"
"JytIXFXfTV7tReN0aVm1lg","Cosmo",4.33,13,0,"2013-10"
"BXaBCikgbP1u9q18krhplg","Peter",4.03,369,9,"2010-03"
"-Ic9Hn8kofdu0C5bWSwyuA","Scott",3.43,7,0,"2012-04"
"vFjSEAzoLEkrks9RwIRhRQ","Emily",3.74,27,2,"2012-07"
"_FQA6mzMC1ZWt7ZK973zuw","Eric",4.67,3,0,"2013-01"
"Duw_HTOg2ual513O_Dr1HA","Brent",3.1,10,0,"2013-02"
"W7TlJU9hH3qBpIhbdozexg","Valerie",3.71,17,0,"2012-04"
"CVd2IE1DgtR7xeZ0Gka1aQ","Michael",5,1,0,"2012-09"
"Cz0AHHh93CnXfI7Aw8LrFg","Michele",5,1,0,"2014-05"
"LMpOO4wgMA2N7ZJKe409Qg","Matthew",4,1,0,"2013-10"
"BAwMrFghrVNU7zXzgHn_cw","Jamison",4,4,0,"2011-06"
"Un6CIPoqmM0gy1lv5JfPAQ","Dan",5,2,0,"2012-09"
"YvUS5Z3P6gselKQpRCkpug","David",3,4,0,"2010-07"
"dZlvBHOHsMSjrjqpjibcjQ","Sharon",3.88,8,0,"2012-04"
"_K_FhnWNgEIrsWOvRdtcJg","Cecee",3.18,17,0,"2011-10"
"E6fO7IXHy7gPlX-wjXZdIA","Maureen",3.67,9,0,"2014-08"
"p0zU92rhrCau5zw45yweqw","Jordan",3,4,0,"2014-08"
"K5s0ru7mQvkox5NTKpjWPw","Pratik",3.31,169,6,"2010-07"
"Fz_4D82XI4UUVAOLnXeDxQ","Amelia",5,1,0,"2012-07"
"cKWzEyKxISuqC9tuzfM1IA","Virginia",3.5,8,0,"2014-03"
"YE8YPgZ8kEn_ERsOwt6m-g","Bella",1,1,0,"2014-07"
"0xcwV0CxK8aPowlPtVFGvw","John",2.33,4,0,"2014-11"
"XaojLPC-WcgurHTgjRmoow","Diana",3.5,2,0,"2009-09"
"-5HU5EJQuNVL4OjS1-sBtg","Hope",2,1,0,"2014-09"
"iurbZ56AKx-c47IFL8UsSg","Ryan",4.19,43,0,"2007-08"
"ItGYwkiEodIICJh3lyoBjw","John",3.89,30,0,"2011-06"
"qZFN9dqprHFo1Hjix98KiQ","Cory",2.8,5,0,"2012-01"
"69pqEkbvCU45Uye4s-fTYg","Blake",4,2,0,"2012-12"
"N-OCcNVeCGXVj2Eeg85cAw","Justin",3.5,6,0,"2013-05"
"ZzWWFEwirV9YttVfvHnVEg","Matthew",5,1,0,"2013-07"
"hz9crVbxK2D-_XVKHjGsoA","T",4.61,33,1,"2013-02"
"_3vkY9_1BXmwPVTT1LSWJw","The Hungry Velocirapto",4,1,0,"2013-04"
"woMnCgRMSZVSJp8XEZopNQ","Christopher",4.3,9,0,"2013-04"
"b-XqgkyZ8NZr-RGJq0KoJw","Alexis",1.88,7,0,"2013-05"
"Yka0XXdEz4PA9yDSucNMag","Joe",5,4,0,"2014-05"
"Pw8sEFrSXz03FQot5xcrvQ","Clinton",4,3,0,"2012-09"
"qb3cU9mk22E8HTd33SxaMA","Mimi",4.5,2,0,"2014-10"
"bhnoFgBQ7JdgLxCVZAFFtw","Jennifer",3.94,13,0,"2011-06"
"RENbfWPjQQvGJtuQFDeH2Q","Michael",2.71,8,0,"2012-11"
"wfUaFkj5ppPqkzzfI_3NDg","Valerie",4.56,9,0,"2010-07"
"ltRVtohgDOBUH1kSwqawuQ","Boyd",3.72,256,3,"2011-02"
"nDR7TT0zZhRuhLMyqCe6Sw","Christopher",3.43,20,0,"2010-11"
"X_34cEX2BRp3BZikx200GA","Carol",3.66,78,0,"2012-07"
"GoKFLrTM4s6oaai27WWe3Q","Mark",3.8,5,0,"2010-07"
"lH9HUHVgBVXhGpPG3m4xAg","Sharon",4,1,0,"2014-01"
"SiTbiXiE1PLbbq2AGIFy2Q","Ashley",5,1,0,"2012-09"
"aw_NfKURuySvb-RU5CELVA","WV",1,2,0,"2012-07"
"L8-0RSZsHtk8mqFP1a_M4A","Abdul",4.46,35,0,"2010-09"
"NVzqtOM2FOyRAJq20Gjkmg","Bridgette",4.31,13,0,"2013-07"
"vvUatuapP6kCUbu5gRH3pg","Julia",2,1,0,"2014-04"
"bJBansEnAxnaOyQmLuR5yg","Gina",3.83,39,3,"2007-08"
"p9ay9lrE3iBlp-V-36ad_Q","Annie",3.97,36,3,"2007-08"
"qAL83tu9eAost-AqL5kGIA","kevin",5,4,0,"2011-06"
"YLFseCFOiz3b80q_BNCoKQ","Taylor",5,1,0,"2014-01"
"yMZ_Ool00AYiQCn-k1dpnQ","Aaron",4.08,12,0,"2009-03"
"1L9gUYaYKp3GaRBgNiCUUg","William",4,3,0,"2012-06"
"Zvwnj0It0-s_2eaRyKq_Vw","Umesh",3.45,139,0,"2010-03"
"aedARDLcHw_ySE5OY1dUsA","Victoria",3.5,15,0,"2012-03"
"ipeFxW2LtBh4c4kJSr5FEw","Kelly",3.67,4,0,"2012-06"
"kAHu5BRPmNAORQ61dynUbQ","Sara",3.59,29,0,"2013-05"
"pPle2beSDoEPVtHQI2fbGg","Rob",3.74,216,4,"2010-03"
"0WpGLABB1eldmFVBe7nm3w","Jason",4.33,33,0,"2010-04"
"B5fTz7AgpUWO_FaxXNRUrw","Eric",1.5,2,0,"2013-10"
"3v3UOzMjIxHHTGSsqGlZ4Q","Chris",4.5,2,0,"2014-01"
"SG56r_eAdyK9aad9H8dT4g","Geoff",3.58,180,5,"2010-03"
"ec2N_Qyk1BlZvC3yterajg","Stephen",3,2,0,"2010-03"
"MLe4QMWNG0UTu8FzVXkySQ","Mallory",3.17,12,1,"2013-07"
"QvaNyPK-TpGcRQVGp2vsxQ","Ed",3.71,7,0,"2011-11"
"Pko7-1W-Ahj8cm0AG8glnA","Nomi",2.97,35,2,"2011-11"
"MqoNe55-NcF7MLzddNBYDw","J",4,7,0,"2011-10"
"KQOzb5C4F2C-dBpdN5TQow","Chris",3,5,0,"2012-03"
"XKTj5-8VuUcviJ4nezwjSA","Andrea",3,5,0,"2013-07"
"K5-637DVaJ0Evm2R7-URwg","Joe",2.56,15,0,"2012-03"
"gSbTANmxQ6Z9SOry3YfpCg","Dan",4.33,6,0,"2013-01"
"WeX6UjZSTeMfFBQGDfu1jw","Stephanie",3.71,996,517,"2007-08"
"UFg0hS8snEHPDyFOe8hUXg","Samantha",5,2,0,"2011-12"
"c6NzTke_P31nrrsajjmrhA","Karl",4,4,0,"2012-03"
"iCOPqpQ_mmQ3jaBP2Lz1bQ","Lauren",3.76,85,4,"2010-03"
"kRm_weZiIXfG3TRmCaRVuw","Steve",3.7,116,2,"2011-04"
"xcXjx3QiAJwxcDAqjA8XUQ","Alyssa",3.65,23,1,"2009-10"
"pN_thv_QhUt7gWUPqcvEJg","Suzanne",1,1,0,"2012-01"
"j_IdrF5KCjNI9ZZr742XQg","Sarah",3.33,24,1,"2012-11"
"cahc9DPl0GljcNx412d52w","Michele",4.88,8,0,"2009-03"
"AEYsp9YQnt5DGKVKGAT1rw","Rachel",3.76,41,0,"2013-08"
"sAQ8By6Hn9eqj9SPrmIVBQ","Jen",1,1,0,"2014-06"
"YVJK4alOBfnZ8k6-KTlosw","Zach",4.17,6,1,"2011-04"
"yhQ0j2Tz68lo33AHM1-4iw","Andrew",3.56,9,0,"2013-02"
"hknAYshE5pbFhbJhn3AmKw","Russ",4.67,3,0,"2014-05"
"CvR8FR48kouU2z9PB1kd_Q","Colleen",1,1,0,"2014-10"
"eQN85EWgh-dgDQgep-1DWw","Benjamin",3.12,9,0,"2012-10"
"1G8of_7-l5aypiMeVxwY3g","Jeff",3.25,4,0,"2013-12"
"HzLV7YPCkrs5tIn382uwSA","D",3.65,249,6,"2009-03"
"m8uMuvF33wY2azuI8WYjQw","Buddy",2.88,25,3,"2011-11"
"5EyoL2r8h5nl6j9KfIoc-g","Kelly",2.6,5,0,"2012-04"
"sxwt4DoEUFjqfB3eZ2mjkA","Justine",3.37,211,8,"2012-07"
"ldjaY7qtZ3k7vjbRm9hFLQ","Ivan",4,5,0,"2007-08"
"k6lkLHbrTqaiY8goHe2wSQ","Shane",4.19,48,1,"2012-09"
"C20b04_p-BdlgmkX_K165g","Lisa",3.53,17,5,"2014-01"
"Cnt5ZEuzZfQX0qSx_LUu7w","Y",5,2,0,"2014-05"
"c3tplsISgDgBdJgUl2qg8A","Gregg",3.84,130,1,"2010-03"
"U3PYzreCk2e64mGoevK8pQ","Harry",1,1,0,"2011-02"
"pRdP2DbOwLpyaT0CVfM13Q","MJ",3.67,61,0,"2011-11"
"EDaMaFlqrgp4ldgbpbatDg","Michelle",5,1,0,"2012-04"
"gzVU6L0-BOvg56rDudy4cw","Sunyop",5,1,0,"2014-08"
"E0K81ONI70XswfXOvn9p8g","Don",4.91,13,1,"2012-01"
"vksg3-6JYg6oov7CvuXxQg","Arnel",4.33,4,0,"2010-03"
"RWrTVv_KlLpLXBPZ6h6KeQ","Tom",4,5,0,"2011-02"
"YxiAEtBOUEqfTE_-eY7N3A","Trish",3.43,15,0,"2010-03"
"6P-FXn5SmsKgv1fzY9KHJw","Brian",4,8,0,"2010-08"
"ijjKdgC3YNTa0JVU3jIDtw","Anne",4.41,29,0,"2013-02"
"eq-yiIaSsV_zoQnOqH1sxQ","chris",3.86,21,0,"2007-08"
"baFWs3CCl4XLaDNCeQTqXA","Stephanie",4.8,5,0,"2014-03"
"O-KtsQxoWvB--ilpq43RGg","Winnie",3.67,21,0,"2012-06"
"lkDDJoUZuiqVKCt8DPx9Aw","Josh",1,1,0,"2013-09"
"MyYKdmaY2pLSMKFAV_hNKw","James",4.2,5,0,"2013-09"
"JN7Oxs1uJV6YH-R1dO88bQ","Miriam",3.61,461,11,"2010-03"
"orSvAubY0ENVuvksdXyeQA","Amy",3.68,31,1,"2011-10"
"ls8qphdi-TGMqJLhqdDC5g","John",1,1,0,"2014-01"
"yBvOjvpdvCeWf5ej_u2BKw","Brian",5,3,0,"2014-03"
"vGL7A-Ak2bsfcY7VWOg78w","Ezra",3.76,49,1,"2007-11"
"YGZztncBXDyQDEXIl43dAQ","Stephen",4.12,8,0,"2009-10"
"dArRc4iotI4WPrp51f-wnA","Cindy",3.4,6,0,"2011-08"
"HXhYt_M1nDOfFse0_QlLww","Mike",4.21,59,0,"2012-06"
"WxRYn9WY2jEK7C2x1QXwbw","Matt",4.1,10,0,"2012-08"
"iyUzE_lKhsneaEUpRtdZ6A","Solomon",4.67,3,0,"2012-10"
"MxmpX8V3wMJcJ93TeDE3Ww","Katie",2,1,0,"2009-03"
"bkz1OLhcAeXH3igedjTOrQ","Janis",3,5,0,"2009-10"
"pnPLoFTYYMP8r3LKD-3_sw","Janice",3.86,36,0,"2013-01"
"oeRMlyLT53LMXtay_LaOuQ","Kyle",3,1,0,"2013-09"
"bqx-VgxuEBAupxBV_OLlVw","Ash",4.5,2,0,"2014-09"
"I75c927tAjmdHw-iTeyLzg","Christopher",4.4,5,0,"2011-04"
"FKauTygLtbcvUmpVFJFP0Q","Chewy",3,1,0,"2013-01"
"YVv9VfYJC6avVQC5HfGUuA","Kami",2.67,3,0,"2013-02"
"Kfj0jts_zq1Tvt1ZLUCrrQ","Weho Guy",2.98,47,0,"2013-01"
"E5lQBUfIXtlbUdDikXOFwQ","Art",5,3,0,"2013-05"
"z5QUML2w84-ymSQ1luHBMg","K",3,2,0,"2014-09"
"QNtwRLvsQZ5_O4QYSMA-rg","Alex",2.25,4,0,"2013-12"
"tII85rVxATnF8rUlWd1ZeA","Kathy",4.67,7,0,"2014-11"
"VLYezdNbbn1EAg60fVfJPA","Kristin",3.6,14,0,"2012-04"
"HTLxDlVO4vIJ02R3o3uDzw","Carlo",3.71,14,0,"2012-12"
"AEQowxQ8076LsWNirwHTww","Ryan",3.89,10,0,"2014-08"
"qCIbHnnzP8G4DFiSA13f8g","Elena",3.98,234,6,"2010-03"
"VtT6D8Webj9vgsU8jtVpDg","Ray",4.59,17,0,"2010-03"
"H8aeIBA4oYYNry0O93cnCw","Laura",3.06,18,1,"2012-07"
"nBV4DNC24P30ryAiivMIxg","Joel",2.5,2,0,"2014-09"
"Ksi2pKdqCTTLJbBkvA7r8Q","Patty",4.45,11,0,"2009-10"
"VXPTXNYvyvq2-7pqDrsLcQ","Matt",4.27,11,0,"2009-10"
"pLr3bzkR2C27WF3VcsWpXg","Carl",3.86,22,0,"2011-01"
"8_bc4q9HdewVFwZfHh608w","Michelle",3.5,4,0,"2013-01"
"qvD_vYYAcpjQTBaB8vdaBw","Lynnette",3.41,71,1,"2013-01"
"W7jtFMlDUeOVlRmtdfdY3w","Jennifer",2.71,7,2,"2011-06"
"q7EsUjiiemZj9zSWaykVxg","Kelli",3.9,9,0,"2014-03"
"L_iadzEIjMF1I7GH-n-zbA","Laura",3.67,33,1,"2009-03"
"YwM9P3imq8aydM_jWAgA4g","Julie",3.36,11,1,"2014-01"
"Q6D3W-1jaZhui6yiHSl4Cw","Aaron",3.95,40,2,"2012-03"
"vBdjcfr7aNtwcghoDzRu4A","Sean",1.5,2,1,"2013-05"
"lpsFN1DQYBB1YkzKUUlf2w","Paul",3.29,46,1,"2007-08"
"Tb4WTP11mejdPm7zM6tV1g","Scott",4.08,109,1,"2010-08"
"Bhrjlt4wdVcMN4HPORhwvg","Justin",3.8,160,2,"2012-04"
"EN1OloVUCfpEagLHFZkDAQ","Meghan",3.44,9,0,"2014-03"
"uxvooX1cXAwAq3lkbJBV6A","Ryan",3.58,25,0,"2013-04"
"60oQHtU7cX75IFIznNtcPg","a.h.s.",3.67,3,0,"2009-03"
"qaMsP2zsLnelcd4Hj60TmA","Gary",3.61,280,8,"2011-02"
"jedZ3755j86Rr0fIuhl5xQ","Denese",5,1,0,"2012-01"
"7VBi20rKww6I9Y4ypdn5mw","A",3.2,10,0,"2009-03"
"Qa25c7fF3bN68r2tU-3iiw","David",4.04,78,0,"2011-10"
"DkdervDt-SeM-QxXLDCDDw","Caitlin",3.18,46,0,"2010-09"
"vd1N6WfqtGjG-309_6GRtQ","A",3.33,10,0,"2014-07"
"sb5kRhJUf6oNsvrRgob_wg","ron",4.07,14,0,"2011-10"
"bLhxEx6xrWYed1N3zFUnPg","Maribel",2,2,0,"2013-09"
"LVsvjReb-D1uXCYEHm445g","Elaine",3.44,164,9,"2010-04"
"Co3ydbwnDC8KOtCM2f2BKg","Sarah",2.7,27,2,"2009-10"
"NUl8uEz5ijDAZvkgCQrrpA","Stefanie",3,1,0,"2013-01"
"gc9k3OndFbAybgvb8ACXFw","Amos",3.54,182,4,"2013-04"
"7BK78dNeaZj_-q67G_pE_A","Dick",4.08,12,1,"2014-05"
"ga5hC4enHJD0hwCeKNwSkQ","Stephen",3.99,133,2,"2011-04"
"vHE1eJSjEynGbOt8x6XfTQ","Jeannie",3.5,2,0,"2012-06"
"ENfWRGB90miLYLEkddwvdA","Tec",4.44,9,0,"2009-03"
"lf5m4cun0XfRMPS7IF4xMA","Rob",4.5,6,0,"2010-04"
"NmuRYwKUl2Q8Bw9HAgf0iA","Steve",3.18,21,0,"2011-02"
"x78bXHeV9S6qabMLIjNJTA","M.",3.49,70,1,"2012-03"
"HU109j3pBW1WoOjw0o_LEw","Berquin",3.31,13,2,"2012-07"
