"business_id","name","full_address","categories","city","state","review_count","neighborhoods"
"aUb1ulqB4B1y6kQuqRV3cg","Szechuan Express","125 Oakland Ave
Oakland
Pittsburgh, PA 15213","c(""Szechuan"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",36,"Oakland"
"lB4l0M9jSXWIz_VYjbzlJg","Sciulli's Pizza","3404 5th Ave
Oakland
Pittsburgh, PA 15213","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",6,"Oakland"
"jczJ4bsO8_VwbFjXkN396Q","Veracruz Mexican Restaurant","3715 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",24,"Oakland"
"R8AgqxryV5iLk45lvIPozQ","Qdoba Mexican Grill","3712 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",20,"Oakland"
"FZBF8EptLV5WT60g-JIw_Q","Luma Restaurant","8 Brilliant Ave
Aspinwall
Pittsburgh, PA 15215","c(""Diners"", ""Restaurants"")","Pittsburgh","PA",25,"Aspinwall"
"s413DgLtzhUSfs0t5USPFg","Silky's Crows Nest","19 River Rd
Sharpsburg
Pittsburgh, PA 15215","c(""Bars"", ""Restaurants"", ""American (Traditional)"", ""Sports Bars"", ""Nightlife"")","Pittsburgh","PA",16,"Sharpsburg"
"HE_rlRkdfWU4lIqHyEj2WA","Aspinwall Grille","211 Commercial Ave
Aspinwall
Pittsburgh, PA 15215","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",11,"Aspinwall"
"Ca-003BAqWW-IEsFvjlY9g","Rose Tea Cafe","5874 1/2 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Taiwanese"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",212,"Squirrel Hill"
"KLkT6MEf33cidi1so_TVsg","Milky Way","2120 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Kosher"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",6,"Squirrel Hill"
"q_2HooHFCE9wAwmXQPkuyg","Aladdin's Eatery - Squirrel Hill","5878 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Vegetarian"", ""Mediterranean"", ""Vegan"", ""Restaurants"")","Pittsburgh","PA",97,"Squirrel Hill"
"C2Q4Eogai7W4grmvXZFmBw","Yen's Gourmet","4219 Murray Ave
Greenfield
Pittsburgh, PA 15217","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",4,"Greenfield"
"khmDwXbcUxeU2ymjju_Jrw","Wheel Deliver","6524 Wilkins Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Food"", ""Food Delivery Services"", ""Restaurants"", ""Italian"")","Pittsburgh","PA",13,"Squirrel Hill"
"KT8KJ4zt-IPqpLzACdpEZg","Wendy's","4524 Browns Hill Rd
Squirrel Hill
Pittsburgh, PA 15217","c(""Burgers"", ""Fast Food"", ""Restaurants"")","Pittsburgh","PA",5,"Squirrel Hill"
"J4SEWnsJVvU9SWgkIvnldA","Italian Village Pizza","5886 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",22,"Squirrel Hill"
"rPwuIBv_mz1O_yI5R-VJ7Q","How Lee Chinese Food","5888 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",127,"Squirrel Hill"
"62EQGCWUVIRixQD_q72V0Q","Pizza Amier","5804 Forward Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Italian"", ""Pizza"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",30,"Squirrel Hill"
"Z94doPdgyDOgjtYUVRBNjQ","Chaya Japanese Cuisine","2032 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",142,"Squirrel Hill"
"7JYif-4RQOMWrUkoemuytA","Bruegger's Bagels","1719 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Food"", ""Sandwiches"", ""Bagels"", ""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",9,"Squirrel Hill"
"cKQn19-p4FtLIR4IaP6xuw","New Dumpling House","2138 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Asian Fusion"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",42,"Squirrel Hill"
"yDBfRK6lg23-4yKjwU0hHQ","Fanattics","1704 Shady Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",8,"Squirrel Hill"
"QGWyhvvLjaT1Szw-segoOg","Eat'n Park Restaurant","1816 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Breakfast & Brunch"", ""Buffets"", ""Diners"", ""Restaurants"")","Pittsburgh","PA",33,"Squirrel Hill"
"jpD9ONjJfx5ishYOx9vU0Q","Pamela's","5813 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",60,"Squirrel Hill"
"1vK7gWQ_b5ehAyOidOsYtg","Aiello's Pizza","2112 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Italian"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",115,"Squirrel Hill"
"TYyW_pl7hgfUEMwxVwc4OQ","Food Shoppe","5878 Northumberland St
Squirrel Hill
Pittsburgh, PA 15217","c(""Food"", ""Grocery"", ""Sandwiches"", ""Delis"", ""Restaurants"")","Pittsburgh","PA",6,"Squirrel Hill"
"8q8GMsDPYp4JVdx6k-FeTA","Bangkok Balcony","5846 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",127,"Squirrel Hill"
"EYjc27Vce4tX8IZzhWZUDw","Kristopher's Place","4239 Murray Ave
Greenfield
Pittsburgh, PA 15217","c(""Delis"", ""Diners"", ""Restaurants"")","Pittsburgh","PA",13,"Greenfield"
"gu9qDUz44-8H1vdq_MQymQ","Murray Avenue Grill","1720 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",74,"Squirrel Hill"
"pvmC7EaaSgA3aq-MAmPp3A","Napoli Pizzeria","2006 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",27,"Squirrel Hill"
"52CzJDb4EakSjEQOUys77Q","Mineo's Pizza House","2128 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",138,"Squirrel Hill"
"X_X5RHM5cJeO6n-84GMFHQ","La Cucina Flegrea Regional Italian Cuisine","2114 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",6,"Squirrel Hill"
"1Kuuu75LVwr5-1OQ3Zv71w","Squirrel Hill Cafe","5802 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Pubs"", ""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",60,"Squirrel Hill"
"UrQzDR-nEo5B-EGkSZuE9Q","Kazansky's Delicatessen","2201 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Delis"", ""Restaurants"")","Pittsburgh","PA",14,"Squirrel Hill"
"atG_rkb3fONGcw4fupbY9g","The Mediterranean Grill","5824 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Mediterranean"", ""Restaurants"")","Pittsburgh","PA",26,"Squirrel Hill"
"0IKwgLg_UApkFzMCAaJ1Lw","Uncle Sam's Submarines","5808 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",63,"Squirrel Hill"
"PLPeY0cYisJXXUFyEfRzlg","Gullifty's Restaurant","1922 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Food"", ""Desserts"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",68,"Squirrel Hill"
"ev4X3Tw8pqzOObv5nuIxWQ","Silk Pagoda Restaurant","4070 Beechwood Blvd
Greenfield
Pittsburgh, PA 15217","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",15,"Greenfield"
"-UqxkoufE3WGTnLZV9em3w","Chinatown Inn","520 3rd Ave
Downtown
Pittsburgh, PA 15219","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",65,"Downtown"
"0MmjeVacAd-Moe8CesiB_Q","Gandy Dancer Saloon","1 Station Sq
South Side
Pittsburgh, PA 15219","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",14,"South Side"
"vtcEXiQukuSzOMxyVxlh-Q","Grand Concourse Restaurant","100 West Station Square Dr
Ste 1
South Side
Pittsburgh, PA 15219","c(""Seafood"", ""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",173,"South Side"
"rDgiBah58fc6AfVD58m2mw","Cafe Fifth Ave","818 5th Ave
The Hill District
Pittsburgh, PA 15219","c(""Cafes"", ""Restaurants"")","Pittsburgh","PA",5,"The Hill District"
"-n0bDmgCCcculSyHjuTd6A","Bruegger's Bagels","411 Seventh Avenue
Downtown
Pittsburgh, PA 15219","c(""Food"", ""Sandwiches"", ""Bagels"", ""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",9,"Downtown"
"5Qa1bKl5BeXOC_6kZV7nBw","Tian's China Wok","1202 5th Ave
The Hill District
Pittsburgh, PA 15219","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",14,"The Hill District"
"kiVnUirURYI91t9YY3nddQ","Pizza Milano","1304 5th Ave
The Hill District
Pittsburgh, PA 15219","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",27,"The Hill District"
"fHfKprgE_HqMcwxuZzBqLA","Hanlon's Cafe","961 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",31,"Downtown"
"mbSIq0yerQhEUEFBB4pVGQ","Common Plea Restaurant","308 Ross St
Downtown
Pittsburgh, PA 15219","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",9,"Downtown"
"sFWqH-VIfH3cKTKJ__qKQA","Steelhead Brasserie and Wine Bar","112 Washington Pl
Downtown
Pittsburgh, PA 15219","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",17,"Downtown"
"mnR9KualdR4VpDwd1oFa_A","Apollo Cafe","429 Forbes Ave
Downtown
Pittsburgh, PA 15219","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",15,"Downtown"
"aACX0qwz9gCm3ieEaQhyXg","Buca di Beppo Italian Restaurant","3 Station Square
South Side
Pittsburgh, PA 15219","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",60,"South Side"
"aQExh8vKqh6PJoUZAzDSpg","Primanti Bros","411 Cherry Way
Downtown
Pittsburgh, PA 15219","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",9,"Downtown"
"tYi1AaABtF3jX1mUIMuYcQ","Subway","700 Forbes Ave
The Hill District
Pittsburgh, PA 15219","c(""Fast Food"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",3,"The Hill District"
"sh-VN4LKQ1IuJCe-_FJhuA","Alfred's Deli & Market","3041 Brereton St
Polish Hill
Pittsburgh, PA 15219","c(""Polish"", ""Delis"", ""Gluten-Free"", ""Restaurants"")","Pittsburgh","PA",5,"Polish Hill"
"1u_8Lk1_0UsTmjW6b12bpw","Joe's Crab Shack","226 West Station Square Drive
South Side
Pittsburgh, PA 15219","c(""Seafood"", ""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",50,"South Side"
"dnN_tOhXC10km8Vuv1Ac0A","Pittsburgh Rare","300 W Station Sq Dr
South Side
Pittsburgh, PA 15219","c(""Steakhouses"", ""Restaurants"")","Pittsburgh","PA",9,"South Side"
"2vp3ZAysnItVdkv_eX_ZvQ","Soul Food Connection","819 Wood St
Pittsburgh, PA 15221","Restaurants","Pittsburgh","PA",5,"character(0)"
"l69zskvo5X2V9lxnINgXww","McDonald's","430 Penn Ave
Pittsburgh, PA 15221","c(""Burgers"", ""Fast Food"", ""Restaurants"")","Pittsburgh","PA",4,"character(0)"
"-U68ZM2v6OOPtdefIonvJw","Fireside Caribbean Restaurant","796 Penn Ave
Pittsburgh, PA 15221","c(""Caribbean"", ""Restaurants"")","Pittsburgh","PA",5,"character(0)"
"FnaWgExFsjWeekotG-_66g","Wendy's","116 Peebles St
Point Breeze
Pittsburgh, PA 15221","c(""Burgers"", ""Fast Food"", ""Restaurants"")","Pittsburgh","PA",4,"Point Breeze"
"Tq7ZVUvqRP7YPLwVfdKwTg","Drew's Family Restaurant","2060 Ardmore Blvd
Pittsburgh, PA 15221","c(""Breakfast & Brunch"", ""Pizza"", ""Diners"", ""Restaurants"")","Pittsburgh","PA",30,"character(0)"
"IS9ZqBV6R0olC_OYv-vGjQ","Zhen Choo Chinese Restaurant","268 Yost Blvd
Pittsburgh, PA 15221","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",4,"character(0)"
"44zt-uJPM4BGs46DaNO98Q","McDonald's","4214 Brownsville Rd
Pittsburgh, PA 15227","c(""Burgers"", ""Fast Food"", ""Restaurants"")","Pittsburgh","PA",3,"character(0)"
"jzlTPQz28NGYsmAOlfIeDA","Pizza Shack","3546 Saw Mill Run Blvd
Pittsburgh, PA 15227","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",10,"character(0)"
"ppv7AJFnTxNGhlktLaCLiw","Bobby's Lounge","3304 Saw Mill Run Blvd
Pittsburgh, PA 15227","Restaurants","Pittsburgh","PA",3,"character(0)"
"UmX2QDgm02TsWO1-d8elTQ","Michael's Restaurant & Lounge","3052 Churchview Ave
Pittsburgh, PA 15227","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",6,"character(0)"
"QXXkjR4cvN6zVuaUA-vL5w","Lotus Garden","3911 Saw Mill Run Blvd
Pittsburgh, PA 15227","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",5,"character(0)"
"FNvZnTpvLOcRKzNIQ6EqDg","Arby's","3200 Saw Mill Run Blvd
Pittsburgh, PA 15227","c(""Fast Food"", ""Restaurants"")","Pittsburgh","PA",3,"character(0)"
"-8wQB4T-cukbHZGO6etPMA","Wang's Kitchen","2901 Brownsville Rd
Pittsburgh, PA 15227","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",14,"character(0)"
"mKEUpLDkL_SZvjI5Hc9gpw","Armstrong's","Caste Village Shoppes
5299 Grove Rd
Pittsburgh, PA 15236","c(""American (Traditional)"", ""Steakhouses"", ""Diners"", ""Restaurants"")","Pittsburgh","PA",50,"character(0)"
"Alk2AVNg3wTrI4L1d-krZw","Lindos Restaurant","947 Western Ave
North Side
Pittsburgh, PA 15233","c(""Food"", ""Greek"", ""Coffee & Tea"", ""Restaurants"")","Pittsburgh","PA",13,"North Side"
"utIjhLQ4aowlreRuchFpBA","Peppi's","927 Western Ave
North Side
Pittsburgh, PA 15233","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",39,"North Side"
"2Yv6Tgb5mpoEo3_EIpKs3g","Houlihan's","125 W. Station Square Drive
South Side
Pittsburgh, PA 15219","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",43,"South Side"
"fvhWfSPlx5J_3F-ScLpvXQ","Penn Brewery","800 Vinial St
Troy Hill
Pittsburgh, PA 15212","c(""German"", ""Breweries"", ""Venues & Event Spaces"", ""Food"", ""Event Planning & Services"", ""Restaurants"")","Pittsburgh","PA",111,"Troy Hill"
"YssP-_6iP0SLBsqUQGs6rQ","The Melting Pot","125 W Station Sq Dr
South Side
Pittsburgh, PA 15233","c(""Fondue"", ""Restaurants"")","Pittsburgh","PA",63,"South Side"
"-23t2qOQWj8Kqp-Ijm1BQA","Mandarin Gourmet","305 Wood St
Downtown
Pittsburgh, PA 15222","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",26,"Downtown"
"rQCQsKxkqfVTYU9wgzhVSQ","Benkovitz Seafoods","2300 Smallman St
Strip District
Pittsburgh, PA 15222","c(""Seafood"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",21,"Strip District"
"kiXE579k_sP6XCj_XUJc4g","Sesame Inn Chinese Restaurant","Station Square
125 W Station Square Dr
South Side
Pittsburgh, PA 15219","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",29,"South Side"
"_0UC6YiwhkgLOJWxMmMQQQ","Giorgio's Place","908 Western Ave
North Side
Pittsburgh, PA 15233","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",11,"North Side"
"QTxEdBIM9VXcyBnK3ucKUg","Mandy's Pizza","3906 Perysvle Ave N Sde
Observatory Hill
Pittsburgh, PA 15233","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",9,"Observatory Hill"
"72EpENhhSayWYsF3XqEJ3w","Allegheny Sandwich Shoppe Ye","822 Western Ave
North Side
Pittsburgh, PA 15233","Restaurants","Pittsburgh","PA",6,"North Side"
"LZghZl5RVTeR4p77UpXipg","McDonald's","801 Allegheny Ave
North Side
Pittsburgh, PA 15233","c(""Burgers"", ""Fast Food"", ""Restaurants"")","Pittsburgh","PA",4,"North Side"
"NhA_Fg-0ywtg8ut2RjUo0w","Au Bon Pain Co Inc","U S Steel Tower
600 Grant St
Downtown
Pittsburgh, PA 15219","c(""Bakeries"", ""Food"", ""Cafes"", ""Restaurants"")","Pittsburgh","PA",5,"Downtown"
"BFG2ed8LgIo5TNsrwgxu8g","Panera Bread","3401 Boulevard of the Allies
Oakland
Pittsburgh, PA 15213","c(""Soup"", ""Sandwiches"", ""Salad"", ""Restaurants"")","Pittsburgh","PA",9,"Oakland"
"tygo8BbCFwGFxIitgTp_zQ","Kiku Japanese Restaurant","225 W Station Square Dr
South Side
Pittsburgh, PA 15219","c(""Sushi Bars"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",47,"South Side"
"raSItW2WYBeZyI_TT97A8g","Rocky's II","1562 Island Ave
North Side
Pittsburgh, PA 15233","Restaurants","Pittsburgh","PA",3,"North Side"
"PvClFu-OG4-3mG1n6CjgPQ","DeMino's Pizza","1164 Brookline Blvd
Brookline
Pittsburgh, PA 15226","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",3,"Brookline"
"PpPYKumy4syUJrxFpH1b5Q","Frisch's","5301 Grove Rd
Suite E 530
Pittsburgh, PA 15236","c(""Sandwiches"", ""Pizza"", ""Chicken Wings"", ""Restaurants"")","Pittsburgh","PA",15,"character(0)"
"L7d7iEiubIHC9RQHFNEMog","Mugshots Cafe","25 Walsh Rd
Pittsburgh, PA 15205","c(""Chicken Wings"", ""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",6,"character(0)"
"C6sCJIY6TFOdfTU_aazGhw","Chan An Restaurant","Crafton Ingram Shopping Ctr
37 Walsh Rd
Pittsburgh, PA 15205","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",9,"character(0)"
"4eRlRYQ4iBedD7Ymiuah7Q","Bar Louie","240 Station Sq Dr
South Side
Pittsburgh, PA 15219","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",50,"South Side"
"EmHlwDc9RsK597NbJtyEmg","Mohan's Restaurant","7324 Saltsburg Rd
Squirrel Hill
Pittsburgh, PA 15235","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",7,"Squirrel Hill"
"ad9b1c6iD2CrQFPX6HCvGQ","D'Imperio's Restaurant","3412 William Penn Hwy
Squirrel Hill
Pittsburgh, PA 15235","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",5,"Squirrel Hill"
"JuaQPvvWdbJ1B1Tn0jIt1w","Sharp Edge Beer Emporium","302 S St. Clair St
East Liberty
Pittsburgh, PA 15206","Restaurants","Pittsburgh","PA",122,"East Liberty"
"J2x_AMx591i6TK3xccEzqQ","The Enrico Biscotti Co","2022 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Bakeries"", ""Food"", ""Restaurants"", ""Italian"")","Pittsburgh","PA",87,"Strip District"
"vvPzcOhbQn5fLQUAIxcP6A","DeLuca's Restaurant","2015 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",261,"Strip District"
"evBLcF71f_zB5LOTKzFdsw","Bravo Franco Ristorante","613 Penn Ave
Downtown
Pittsburgh, PA 15222","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",35,"Downtown"
"cjD2yGRhT5yaSj_KP55Ptw","Kaya","2000 Smallman St
Strip District
Pittsburgh, PA 15222","c(""Bars"", ""Caribbean"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",283,"Strip District"
"w7VSMULJ9GtRi3CBRxoJtg","Robert Wholey and Co Fish Market","1711 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Grocery"", ""Food"", ""Seafood"", ""Seafood Markets"", ""Specialty Food"", ""Restaurants"")","Pittsburgh","PA",117,"Strip District"
"d3ni6cKglu4L3JeveOqQDQ","Union Grill","413 S Craig St
Oakland
Pittsburgh, PA 15213","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",185,"Oakland"
"uUj-mziX-qv0e1k0jkpI7g","Sushi Too","5432 Walnut St
Shadyside
Pittsburgh, PA 15232","c(""Sushi Bars"", ""Restaurants"")","Pittsburgh","PA",54,"Shadyside"
"QnnssZJOLZquRp0hqeK1dA","Thai Place Restaurant","5528 Walnut St
Shadyside
Pittsburgh, PA 15232","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",88,"Shadyside"
"Pv1TEbc0Cqn18kG65Sa2dA","Fajita Grill","5865 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",17,"Shadyside"
"MBF24fcO2fg3iG3Gg3uILw","Max & Erma's Restaurants","5533 Walnut St
Shadyside
Pittsburgh, PA 15232","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",6,"Shadyside"
"uC8nWYLTBtIc9p6JrcvgkQ","Mallorca Restaurant","2228 E Carson St
South Side
Pittsburgh, PA 15203","c(""Basque"", ""Tapas/Small Plates"", ""Spanish"", ""Restaurants"")","Pittsburgh","PA",131,"South Side"
"-vVQyTVHitF6TOHGijVXxQ","Fat Heads Saloon","1805 E Carson St
South Side
Pittsburgh, PA 15203","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",399,"South Side"
"NMLtK_ZDHTD_UQ33-A-N0A","Original Hot Dog Shop","3901 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""Hot Dogs"", ""Restaurants"")","Pittsburgh","PA",141,"Oakland"
"s5ZdjjFX3CS2uS6_oVH7CQ","Mad Mex","370 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Mexican"", ""Tex-Mex"", ""Restaurants"")","Pittsburgh","PA",165,"Oakland"
"J1tgaxF7G3-j5XDB8ePKSg","Star of India","412 S Craig St
Oakland
Pittsburgh, PA 15213","c(""Pakistani"", ""Indian"", ""Restaurants"")","Pittsburgh","PA",20,"Oakland"
"RhOTBt7ISr2rhXisSMLTSw","Spice Island Tea House","253 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Food"", ""Tea Rooms"", ""Asian Fusion"", ""Restaurants"")","Pittsburgh","PA",197,"Oakland"
"rOnzM0LHB-tR9Xb9IDoF5g","Lucca","317 S Craig St
Oakland
Pittsburgh, PA 15213","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",42,"Oakland"
"1Kcg-u0tDxHdyHIyEkMMqA","Panther Hollow Inn","4611 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",32,"Oakland"
"m_9QMfvVYFKsxPjlkCvZqA","Pamela's","3703 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",91,"Oakland"
"UyukMaDB26gg2wY5olV6UQ","Mitchell's Restaurant Bar & Banquet Center","304 Ross St
Downtown
Pittsburgh, PA 15219","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",18,"Downtown"
"Q4ULAiIE2qCA4RYplCTrUQ","Primanti Brothers","46 18th St
Strip District
Pittsburgh, PA 15222","c(""Nightlife"", ""Bars"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",695,"Strip District"
"DQf154I5lrbJ_d_pSkiGJg","Shady Grove","5500 Walnut St
Shadyside
Pittsburgh, PA 15232","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",91,"Shadyside"
"NS5m7kg9phWfjP27qmxgYA","Pittsburgh Steak Company","1924 E Carson St
South Side
Pittsburgh, PA 15203","c(""Steakhouses"", ""Restaurants"")","Pittsburgh","PA",47,"South Side"
"5kD6dP9etfUqtyXUZu9ZyQ","Sree's Foods","701 Smithfield St
Downtown
Pittsburgh, PA 15222","c(""Pakistani"", ""Indian"", ""Restaurants"")","Pittsburgh","PA",43,"Downtown"
"PSDVu_477MZ1ZvbEl5z3Ng","Mexico City","111 Smithfield St
Downtown
Pittsburgh, PA 15222","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",34,"Downtown"
"qMWWQpMiMcV8jz_57cBB0w","Coca Cafe","3811 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Breakfast & Brunch"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",199,"Lawrenceville"
"kKiluPSzCnCOkYKknWzNzQ","Five Guys Burgers and Fries","117 S Bouquet St
Oakland
Pittsburgh, PA 15213","c(""Burgers"", ""Fast Food"", ""Restaurants"")","Pittsburgh","PA",44,"Oakland"
"xgSPC01GJlxgj_PILhaCjQ","Amazon Cafe","555 Grant Street
Downtown
Pittsburgh, PA 15219","c(""Food"", ""Juice Bars & Smoothies"", ""Restaurants"")","Pittsburgh","PA",5,"Downtown"
"YPoHtUq85TmNrBpqj_zmuA","Sun Penang","5829 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Malaysian"", ""Restaurants"")","Pittsburgh","PA",90,"Squirrel Hill"
"rXb8s7TOx2-uWxzACEXcpg","Six Penn Kitchen","146 6th St
Downtown
Pittsburgh, PA 15222","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",178,"Downtown"
"04ogq23JnzauhezrWEXG_g","Pittsburgh Barbecue Company","1000 Banksville Rd
Banksville
Pittsburgh, PA 15216","c(""Caterers"", ""Event Planning & Services"", ""Barbeque"", ""Restaurants"")","Pittsburgh","PA",32,"Banksville"
"SQHO1U7XsmuEAKX1j7yIMA","Mexi-Casa","3001 W Liberty Ave
Dormont
Pittsburgh, PA 15216","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",37,"Dormont"
"J6GhOOZKLMiOCmjvl1BDaw","Cafe Euro","600 Grant St
Downtown
Pittsburgh, PA 15219","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",5,"Downtown"
"uxWyJozmg36_EddkdceiSw","The Carlton","BNY Mellon Center
500 Grant St
Downtown
Pittsburgh, PA 15219","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",37,"Downtown"
"sTdSgE0MpNP-ihaSYs4IHw","Tic Toc Restaurant","Macy's
400 Fifth Ave
Downtown
Pittsburgh, PA 15219","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",9,"Downtown"
